codigo_contrato,codigo_parceiro,nome_parceiro,valor_aluguel_contrato,taxa_contrato,porcentagem_taxa_administracao,name_status,data_inicio_contrato,meses_duracao_contrato,data_desocupacao,tipo_parceiro,tipo_sistema,nome_produto,migracao,pontualizado
DF260304573NT,4IM,4IMOB IMOBILIÁRIA LTDA,"6.000,00","50,00","10,00",Ativo,24/03/2026,12,,Padrão,sistema,Smart,Nao,Sim
DF2301129P,4IM,4IMOB IMOBILIÁRIA LTDA,"3.600,00","100,00","10,00",Pausado,09/01/2023,30,,Padrão,sistema,Smart,Nao,Sim
DF22101036P,4IM,4IMOB IMOBILIÁRIA LTDA,"1.700,00","100,00","10,00",Pausado,28/10/2022,30,,Padrão,sistema,Smart,Nao,Sim
DF2208715P,4IM,4IMOB IMOBILIÁRIA LTDA,"1.100,00","100,00","8,00",Pausado,19/08/2022,30,08/05/2024,Padrão,sistema,Smart,Nao,Sim
DF25072662NG/A,4IM,4IMOB IMOBILIÁRIA LTDA,"2.200,00","100,00","10,00",Ativo,21/07/2025,30,,Padrão,sistema,Smart,Nao,Sim
DF25062423NT,4IM,4IMOB IMOBILIÁRIA LTDA,"3.300,00","70,00","10,00",Ativo,20/06/2025,30,,Padrão,sistema,Smart,Nao,Sim
DF25051075A,4IM,4IMOB IMOBILIÁRIA LTDA,"2.000,00","100,00","10,00",Ativo,12/05/2025,30,,Padrão,sistema,Smart,Nao,Sim
DF25041037S,4IM,4IMOB IMOBILIÁRIA LTDA,"1.950,00","100,00","10,00",Ativo,09/05/2025,30,,Padrão,sistema,Smart,Nao,Sim
DF2502338NA/A,4IM,4IMOB IMOBILIÁRIA LTDA,"2.300,00","50,00","10,00",Ativo,13/02/2025,30,,Padrão,sistema,Smart,Nao,Sim
DF2502308NG/V-R,4IM,4IMOB IMOBILIÁRIA LTDA,"2.650,00","100,00","10,00",Ativo,10/02/2025,30,,Padrão,sistema,Smart,Nao,Sim
DF2501192A-R,4IM,4IMOB IMOBILIÁRIA LTDA,"900,00","100,00","10,00",Ativo,28/01/2025,30,,Padrão,sistema,Smart,Nao,Sim
DF22121281P,4IM,4IMOB IMOBILIÁRIA LTDA,"5.600,00","100,00","10,00",Ativo,09/01/2023,30,,Padrão,sistema,Smart,Nao,Sim
DF22121264P,4IM,4IMOB IMOBILIÁRIA LTDA,"3.400,00","100,00","10,00",Ativo,02/01/2023,30,,Padrão,sistema,Smart,Nao,Sim
DF2208682P,4IM,4IMOB IMOBILIÁRIA LTDA,"4.000,00","100,00","10,00",Ativo,10/08/2022,30,,Padrão,sistema,Smart,Nao,Sim
DF2501109NA/A,4IM,4IMOB IMOBILIÁRIA LTDA,"1.050,00","100,00","10,00",Ativo,20/01/2025,30,,Padrão,sistema,Smart,Nao,Sim
DF24101351NG,4IM,4IMOB IMOBILIÁRIA LTDA,"2.000,00","100,00","10,00",Ativo,31/10/2024,30,,Padrão,sistema,Smart,Nao,Sim
DF25123817NT,4IM,4IMOB IMOBILIÁRIA LTDA,"2.900,00","100,00","10,00",Ativo,22/12/2025,30,,Padrão,sistema,Smart,Nao,Sim
DF25123769NT,4IM,4IMOB IMOBILIÁRIA LTDA,"2.300,00","100,00","10,00",Ativo,13/12/2025,30,,Padrão,sistema,Smart,Nao,Sim
DF25123718NT,4IM,4IMOB IMOBILIÁRIA LTDA,"7.000,00","100,00","9,00",Ativo,06/12/2025,30,,Padrão,sistema,Smart,Nao,Sim
DF25123701NT/I,4IM,4IMOB IMOBILIÁRIA LTDA,"1.500,00","100,00","10,00",Ativo,04/12/2025,30,,Padrão,sistema,Smart,Nao,Sim
DF25113596A,4IM,4IMOB IMOBILIÁRIA LTDA,"4.530,00","100,00","10,00",Ativo,17/11/2025,30,,Padrão,sistema,Smart,Nao,Sim
DF25113578NV,4IM,4IMOB IMOBILIÁRIA LTDA,"1.300,00","0,00","10,00",Ativo,15/11/2025,30,,Padrão,sistema,Smart,Nao,Sim
DF25093052NG/A,4IM,4IMOB IMOBILIÁRIA LTDA,"1.600,00","100,00","10,00",Ativo,10/09/2025,30,,Padrão,sistema,Smart,Nao,Sim
DF2402199NT,4IM,4IMOB IMOBILIÁRIA LTDA,"1.400,00","100,00","10,00",Ativo,26/02/2024,30,,Padrão,sistema,Smart,Nao,Sim
DF23121494P-R/A,4IM,4IMOB IMOBILIÁRIA LTDA,"1.800,00","100,00","10,00",Ativo,01/01/2024,30,,Padrão,sistema,Smart,Nao,Sim
DF23111424T,4IM,4IMOB IMOBILIÁRIA LTDA,"2.400,00","100,00","10,00",Ativo,04/12/2023,30,,Padrão,sistema,Smart,Nao,Sim
DF2307868A,4IM,4IMOB IMOBILIÁRIA LTDA,"1.069,37","100,00","10,00",Ativo,15/07/2023,30,,Padrão,sistema,Smart,Nao,Sim
DF2301073P,4IM,4IMOB IMOBILIÁRIA LTDA,"3.000,00","100,00","10,00",Ativo,01/02/2023,30,,Padrão,sistema,Smart,Nao,Sim
